S_SRNUMBER1,M_RECORD_TYPE,M_RECORD_STATUS,M_CALL_RESULT,CIRCLE,Contacted / Not Contacted,Retained / Not Retained,RetainedCode,REGION,ZONE,Source,CC_REASON,CC_SUBREASON,Customer Segment,Service Segment,Customer Class
83203542,General,Updated,Answer,Tamilnadu,Not Contacted,Flow to Field,,Chennai,ZONE4,TITANIUM CC,Low/No Usage,User Shifting,Consumer,Platinum,Individual
83203542,General,Updated,Answer,Tamilnadu,Not Contacted,Flow to Field,,Chennai,ZONE4,TITANIUM CC,Low/No Usage,User Shifting,Consumer,Platinum,Individual
83203542,General,Updated,SIT RO,Tamilnadu,Not Contacted,Flow to Field,,Chennai,ZONE4,TITANIUM CC,Low/No Usage,User Shifting,Consumer,Platinum,Individual
83203786,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,Voice Call,Network Experience,Frequent Line Disconnection / Phone Dead,Consumer,Platinum,Home
83203972,General,Updated,No Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,Email,Shifting,Already taken a new airtel connection,Consumer,Platinum,Individual
83203972,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,Email,Shifting,Already taken a new airtel connection,Consumer,Platinum,Individual
83203972,General,Updated,No Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,Email,Shifting,Already taken a new airtel connection,Consumer,Platinum,Individual
83204002,General,Updated,Answer,Tamilnadu,Not Contacted,Flow to Field,,Coimbatore,Coimbatore,Retention,Shifting,Customer shifting to non wired city,Consumer,Platinum,Individual
83204002,General,Updated,Answer,Tamilnadu,Not Contacted,Flow to Field,,Coimbatore,Coimbatore,Retention,Shifting,Customer shifting to non wired city,Consumer,Platinum,Individual
83204002,General,Updated,No Answer,Tamilnadu,Not Contacted,Flow to Field,,Coimbatore,Coimbatore,Retention,Shifting,Customer shifting to non wired city,Consumer,Platinum,Individual
83204002,General,Updated,Answer,Tamilnadu,Not Contacted,Flow to Field,,Coimbatore,Coimbatore,Retention,Shifting,Customer shifting to non wired city,Consumer,Platinum,Individual
83204002,General,Updated,Dropped on No Answer,Tamilnadu,Not Contacted,Flow to Field,,Coimbatore,Coimbatore,Retention,Shifting,Customer shifting to non wired city,Consumer,Platinum,Individual
83204164,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,TITANIUM CC,Service Related,Tariff migration not done,Consumer,Platinum,Home
83204208,General,Updated,Abandoned,Kerala,Not Contacted,Flow to Field,,Ernakulam,Ernakulam,Email,Shifting,Shifting abroad,Consumer,GoldNew,Individual
83204208,General,Updated,Answer,Kerala,Not Contacted,Flow to Field,,Ernakulam,Ernakulam,Email,Shifting,Shifting abroad,Consumer,GoldNew,Individual
83204208,General,Updated,Answer,Kerala,Not Contacted,Flow to Field,,Ernakulam,Ernakulam,Email,Shifting,Shifting abroad,Consumer,GoldNew,Individual
83204208,General,Updated,Dropped on No Answer,Kerala,Not Contacted,Flow to Field,,Ernakulam,Ernakulam,Email,Shifting,Shifting abroad,Consumer,GoldNew,Individual
83204208,General,Updated,Dropped on No Answer,Kerala,Not Contacted,Flow to Field,,Ernakulam,Ernakulam,Email,Shifting,Shifting abroad,Consumer,GoldNew,Individual
83204286,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE2,TITANIUM CC,Low/No Usage,User Shifting,Consumer,Platinum,Home
83204318,General,Updated,No Answer,Karnataka,Contacted,Retained,,Others,Mangalore,Retention,Bill Related Issues,Bill higher than Expected,Consumer,Gold,Home
83204318,General,Updated,Answer,Karnataka,Contacted,Retained,,Others,Mangalore,Retention,Bill Related Issues,Bill higher than Expected,Consumer,Gold,Home
83204334,General,Updated,Abandoned,Tamilnadu,Contacted,Not Retained,,Chennai,ZONE3,TITANIUM CC,Shifting,Already taken a competition connection,Consumer,Platinum,Individual
83204334,General,Updated,SIT RO,Tamilnadu,Contacted,Not Retained,,Chennai,ZONE3,TITANIUM CC,Shifting,Already taken a competition connection,Consumer,Platinum,Individual
83204334,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Chennai,ZONE3,TITANIUM CC,Shifting,Already taken a competition connection,Consumer,Platinum,Individual
83204334,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Chennai,ZONE3,TITANIUM CC,Shifting,Already taken a competition connection,Consumer,Platinum,Individual
83204334,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Chennai,ZONE3,TITANIUM CC,Shifting,Already taken a competition connection,Consumer,Platinum,Individual
83204436,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83204460,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,TITANIUM CC,Low/No Usage,Usage shifted to Mobile/Dongle/Data card,Consumer,Platinum,Home
83204460,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,TITANIUM CC,Low/No Usage,Usage shifted to Mobile/Dongle/Data card,Consumer,Platinum,Home
83204492,General,Updated,Stale,Tamilnadu,Contacted,Retained,,Others,ZONE1,Email,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Individual
83204518,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Chennai,ZONE3,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83204554,General,Updated,SIT RO,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,TITANIUM CC,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83204554,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,TITANIUM CC,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83204614,General,Updated,Dropped on No Answer,Mumbai,Contacted,Retained,,Others,South Mumbai,AES Email,Low/No Usage,Taken a new airtel connection,Business,Platinum,Commercial
83204614,General,Updated,Answer,Mumbai,Contacted,Retained,,Others,South Mumbai,AES Email,Low/No Usage,Taken a new airtel connection,Business,Platinum,Commercial
83204614,General,Updated,Answer,Mumbai,Contacted,Retained,,Others,South Mumbai,AES Email,Low/No Usage,Taken a new airtel connection,Business,Platinum,Commercial
83204618,General,Updated,Answer,Andhra Pradesh,Contacted,Not Retained,,Hyderabad,Hyderabad Zone1,TITANIUM CC,Shifting,"Shifting to non wired area, within city",Consumer,Platinum,Individual
83204618,General,Updated,Answer,Andhra Pradesh,Contacted,Not Retained,,Hyderabad,Hyderabad Zone1,TITANIUM CC,Shifting,"Shifting to non wired area, within city",Consumer,Platinum,Individual
83204742,General,Updated,Dropped on No Answer,Mumbai,Contacted,Retained,,Others,West Mumbai,AES Email,Low/No Usage,Branch/ Project Closed,Business,Gold,Commercial
83204742,General,Updated,Answer,Mumbai,Contacted,Retained,,Others,West Mumbai,AES Email,Low/No Usage,Branch/ Project Closed,Business,Gold,Commercial
83204778,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Email,Shifting,Shifting abroad,Consumer,Platinum,Home
83204838,General,Updated,Stale,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,Voice Call,Shifting,Shifting abroad,Consumer,Platinum,Individual
83204922,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Voice Call,Network Experience,Browsing Experience,Consumer,Platinum,Home
83204922,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Voice Call,Network Experience,Browsing Experience,Consumer,Platinum,Home
83204922,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Voice Call,Network Experience,Browsing Experience,Consumer,Platinum,Home
83204938,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore North,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83204938,Campaign CallBack,Ready,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore North,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83204938,Campaign CallBack,Updated,No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore North,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83204938,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore North,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83204986,General,Updated,Stale,Kerala,Contacted,Retained,,Trivandrum,Trivandrum,Voice Call,Shifting,Shifting abroad,Consumer,Platinum,Home
83204986,General,Updated,No Answer,Kerala,Contacted,Retained,,Trivandrum,Trivandrum,Voice Call,Shifting,Shifting abroad,Consumer,Platinum,Home
83204986,General,Updated,Answer,Kerala,Contacted,Retained,,Trivandrum,Trivandrum,Voice Call,Shifting,Shifting abroad,Consumer,Platinum,Home
83205014,General,Updated,Stale,Tamilnadu,Contacted,Retained,,Coimbatore,Coimbatore,Voice Call,Shifting,Delay in Shifting,Consumer,GoldNew,Individual
83205014,General,Updated,No Answer,Tamilnadu,Contacted,Retained,,Coimbatore,Coimbatore,Voice Call,Shifting,Delay in Shifting,Consumer,GoldNew,Individual
83205014,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Coimbatore,Coimbatore,Voice Call,Shifting,Delay in Shifting,Consumer,GoldNew,Individual
83205028,General,Updated,No Answer,Karnataka,Contacted,Flow to Field,,Mysore,Mysore,Voice Call,Shifting,Shifting abroad,Consumer,Gold,Home
83205028,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Mysore,Mysore,Voice Call,Shifting,Shifting abroad,Consumer,Gold,Home
83205028,General,Updated,No Answer,Karnataka,Contacted,Flow to Field,,Mysore,Mysore,Voice Call,Shifting,Shifting abroad,Consumer,Gold,Home
83205028,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Mysore,Mysore,Voice Call,Shifting,Shifting abroad,Consumer,Gold,Home
83205028,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Mysore,Mysore,Voice Call,Shifting,Shifting abroad,Consumer,Gold,Home
83205028,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Mysore,Mysore,Voice Call,Shifting,Shifting abroad,Consumer,Gold,Home
83205028,General,Updated,Dropped on No Answer,Karnataka,Contacted,Flow to Field,,Mysore,Mysore,Voice Call,Shifting,Shifting abroad,Consumer,Gold,Home
83205028,General,Updated,Dropped on No Answer,Karnataka,Contacted,Flow to Field,,Mysore,Mysore,Voice Call,Shifting,Shifting abroad,Consumer,Gold,Home
83205028,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Mysore,Mysore,Voice Call,Shifting,Shifting abroad,Consumer,Gold,Home
83205028,General,Updated,Dropped on No Answer,Karnataka,Contacted,Flow to Field,,Mysore,Mysore,Voice Call,Shifting,Shifting abroad,Consumer,Gold,Home
83205028,General,Updated,Dropped on No Answer,Karnataka,Contacted,Flow to Field,,Mysore,Mysore,Voice Call,Shifting,Shifting abroad,Consumer,Gold,Home
83205028,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Mysore,Mysore,Voice Call,Shifting,Shifting abroad,Consumer,Gold,Home
83205076,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Email,Shifting,Shifting abroad,Consumer,Platinum,Home
83205186,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Email,Low/No Usage,Family member using net has moved out,Consumer,Platinum,Home
83205258,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83205434,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,Email,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Consumer,Platinum,Home
83205466,General,Updated,Answer,Andhra Pradesh,Contacted,Not Retained,,Hyderabad,Hyderabad Zone1,Voice Call,Shifting,Shifting abroad,Consumer,Gold,Individual
83205466,General,Updated,Answer,Andhra Pradesh,Contacted,Not Retained,,Hyderabad,Hyderabad Zone1,Voice Call,Shifting,Shifting abroad,Consumer,Gold,Individual
83205480,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Frequent Line Disconnection / Phone Dead,Consumer,Platinum,Home
83205480,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Frequent Line Disconnection / Phone Dead,Consumer,Platinum,Home
83205480,General,Updated,No Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Frequent Line Disconnection / Phone Dead,Consumer,Platinum,Home
83205480,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Frequent Line Disconnection / Phone Dead,Consumer,Platinum,Home
83205480,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Frequent Line Disconnection / Phone Dead,Consumer,Platinum,Home
83205480,General,Ready,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Frequent Line Disconnection / Phone Dead,Consumer,Platinum,Home
83205480,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Frequent Line Disconnection / Phone Dead,Consumer,Platinum,Home
83205494,General,Updated,No Answer,Tamilnadu,Not Contacted,Flow to Field,,TRICHY,Salem,Voice Call,Shifting,Shifting abroad,Consumer,Platinum,Individual
83205514,General,Updated,Abandoned,Gujarat,Contacted,Not Retained,,AHMEDABAD,Ahmedabad,AES Email,Low/No Usage,Temporary Requirement,Business,Platinum,Small Enterprise
83205514,General,Ready,Others,Gujarat,Contacted,Not Retained,,AHMEDABAD,Ahmedabad,AES Email,Low/No Usage,Temporary Requirement,Business,Platinum,Small Enterprise
83205514,General,Updated,Answer,Gujarat,Contacted,Not Retained,,AHMEDABAD,Ahmedabad,AES Email,Low/No Usage,Temporary Requirement,Business,Platinum,Small Enterprise
83205528,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Nodal email,Competition,BSNL - 1MBPS Throttle Speed,Consumer,Gold,Individual
83205538,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Voice Call,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Consumer,GoldNew,Individual
83205538,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Voice Call,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Consumer,GoldNew,Individual
83205684,General,Updated,Stale,Karnataka,Contacted,Retained,,Bangalore,Bangalore North,Voice Call,Low/No Usage,Branch Closed,Business,GoldNew,Commercial
83205736,General,Updated,Abandoned,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83205736,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83205736,General,Updated,No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83205736,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83205736,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83205736,General,Ready,Others,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83205736,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83205736,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83205736,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83205742,General,Updated,Stale,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,Voice Call,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83205810,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,Voice Call,Service Related,Complaint Resolution Pending,Consumer,Platinum,Individual
83205816,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,Voice Call,Service Related,Complaint Resolution Pending-Network,Consumer,Gold,Home
83205816,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,Voice Call,Service Related,Complaint Resolution Pending-Network,Consumer,Gold,Home
83205834,General,Updated,SIT RO,Tamilnadu,Contacted,Retained,,TRICHY,Trichy,Voice Call,Low/No Usage,Branch/ Project Closed,Consumer,Gold,Individual
83205834,General,Updated,Answer,Tamilnadu,Contacted,Retained,,TRICHY,Trichy,Voice Call,Low/No Usage,Branch/ Project Closed,Consumer,Gold,Individual
83205834,General,Ready,Others,Tamilnadu,Contacted,Retained,,TRICHY,Trichy,Voice Call,Low/No Usage,Branch/ Project Closed,Consumer,Gold,Individual
83205834,General,Updated,Abandoned,Tamilnadu,Contacted,Retained,,TRICHY,Trichy,Voice Call,Low/No Usage,Branch/ Project Closed,Consumer,Gold,Individual
83205834,General,Updated,Answer,Tamilnadu,Contacted,Retained,,TRICHY,Trichy,Voice Call,Low/No Usage,Branch/ Project Closed,Consumer,Gold,Individual
83205834,General,Updated,Dropped on No Answer,Tamilnadu,Contacted,Retained,,TRICHY,Trichy,Voice Call,Low/No Usage,Branch/ Project Closed,Consumer,Gold,Individual
83205850,General,Updated,Dropped on No Answer,Tamilnadu,Not Contacted,Flow to Field,,Coimbatore,Coimbatore,Email,Shifting,Customer shifting to non wired city,Consumer,Platinum,Small Enterprise
83205850,General,Updated,Dropped on No Answer,Tamilnadu,Not Contacted,Flow to Field,,Coimbatore,Coimbatore,Email,Shifting,Customer shifting to non wired city,Consumer,Platinum,Small Enterprise
83205896,General,Updated,Stale,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Appellate email,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83205968,General,Updated,Dropped on No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Email,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Business,GoldNew,Commercial
83205968,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Email,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Business,GoldNew,Commercial
83206062,General,Updated,Stale,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Email,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83206082,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Out Call,Low/No Usage,Taken a competition connection,Consumer,GoldNew,Individual
83206100,General,Updated,Stale,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83206102,General,Updated,Dropped on No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Email,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Business,GoldNew,Commercial
83206102,General,Updated,Dropped on No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Email,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Business,GoldNew,Commercial
83206102,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Email,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Business,GoldNew,Commercial
83206102,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Email,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Business,GoldNew,Commercial
83206120,General,Updated,SIT RO,Gujarat,Contacted,Not Retained,,AHMEDABAD,Ahmedabad,AES Email,Low/No Usage,Branch Closed,Business,Platinum,Medium Enterprise
83206120,General,Updated,Stale,Gujarat,Contacted,Not Retained,,AHMEDABAD,Ahmedabad,AES Email,Low/No Usage,Branch Closed,Business,Platinum,Medium Enterprise
83206120,General,Updated,Answer,Gujarat,Contacted,Not Retained,,AHMEDABAD,Ahmedabad,AES Email,Low/No Usage,Branch Closed,Business,Platinum,Medium Enterprise
83206120,General,Ready,Others,Gujarat,Contacted,Not Retained,,AHMEDABAD,Ahmedabad,AES Email,Low/No Usage,Branch Closed,Business,Platinum,Medium Enterprise
83206120,General,Updated,Answer,Gujarat,Contacted,Not Retained,,AHMEDABAD,Ahmedabad,AES Email,Low/No Usage,Branch Closed,Business,Platinum,Medium Enterprise
83206178,General,Updated,No Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore North,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Commercial
83206178,General,Updated,Dropped on No Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore North,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Commercial
83206178,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore North,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Commercial
83206178,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore North,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Commercial
83206178,General,Updated,Dropped on No Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore North,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Commercial
83206184,General,Updated,Stale,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Email,Shifting,Shifting abroad,Consumer,Platinum,Home
83206210,General,Updated,Answer,Andhra Pradesh,Contacted,Not Retained,,Hyderabad,Hyderabad Zone2,Voice Call,Low/No Usage,Taken a new airtel connection,Consumer,Gold,Individual
83206248,General,Updated,Stale,Tamilnadu,Contacted,Retained,,Chennai,ZONE3,Voice Call,Low/No Usage,Family member using net has moved out,Consumer,Gold,Home
83206248,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Chennai,ZONE3,Voice Call,Low/No Usage,Family member using net has moved out,Consumer,Gold,Home
83206248,General,Updated,Dropped on No Answer,Tamilnadu,Contacted,Retained,,Chennai,ZONE3,Voice Call,Low/No Usage,Family member using net has moved out,Consumer,Gold,Home
83206280,General,Updated,Stale,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Browsing Experience,Consumer,Platinum,Home
83206280,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Browsing Experience,Consumer,Platinum,Home
83206280,General,Ready,Others,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Browsing Experience,Consumer,Platinum,Home
83206280,General,Updated,Dropped on No Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Browsing Experience,Consumer,Platinum,Home
83206280,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Browsing Experience,Consumer,Platinum,Home
83206280,General,Ready,Others,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Browsing Experience,Consumer,Platinum,Home
83206376,General,Updated,Stale,Karnataka,Contacted,Retained,,Bangalore,Bangalore North,Email,Low/No Usage,Temporary Requirement,Consumer,Gold,Commercial
83206384,General,Updated,Stale,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,Appellate email,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Business,Gold,Commercial
83206420,General,Updated,Stale,Tamilnadu,Contacted,Retained,,TRICHY,Trichy,Out Call,Low/No Usage,Family member using net has moved out,Consumer,Platinum,Individual
83206420,General,Updated,Stale,Tamilnadu,Contacted,Retained,,TRICHY,Trichy,Out Call,Low/No Usage,Family member using net has moved out,Consumer,Platinum,Individual
83206458,General,Updated,Dropped on No Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,Appellate email,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Commercial
83206524,General,Updated,Stale,Tamilnadu,Contacted,Not Retained,,TRICHY,Trichy,Voice Call,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Individual
83206552,General,Updated,Stale,Mumbai,Contacted,Retained,,Others,West Mumbai,Out Call,Price Hike,Price Hike,Consumer,Gold,Home
83206552,General,Updated,Answer,Mumbai,Contacted,Retained,,Others,West Mumbai,Out Call,Price Hike,Price Hike,Consumer,Gold,Home
83206552,General,Updated,Answer,Mumbai,Contacted,Retained,,Others,West Mumbai,Out Call,Price Hike,Price Hike,Consumer,Gold,Home
83206552,General,Updated,Stale,Mumbai,Contacted,Retained,,Others,West Mumbai,Out Call,Price Hike,Price Hike,Consumer,Gold,Home
83206600,General,Updated,No Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,TITANIUM CC,Bill Related Issues,Wrong Tariff Plan given,Consumer,Platinum,Individual
83206628,General,Updated,Answer,Andhra Pradesh,Contacted,Retained,,Hyderabad,Hyderabad Zone2,Email,Low/No Usage,Temporary Requirement,Consumer,Gold,Individual
83206634,Campaign CallBack,Updated,Stale,Tamilnadu,Contacted,Retained,,Others,ZONE1,Out Call,Low/No Usage,Business Downsizing / Closed,Consumer,GoldNew,Individual
83206634,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Out Call,Low/No Usage,Business Downsizing / Closed,Consumer,GoldNew,Individual
83206634,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Out Call,Low/No Usage,Business Downsizing / Closed,Consumer,GoldNew,Individual
83206634,Campaign CallBack,Ready,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Out Call,Low/No Usage,Business Downsizing / Closed,Consumer,GoldNew,Individual
83206634,Campaign CallBack,Updated,Stale,Tamilnadu,Contacted,Retained,,Others,ZONE1,Out Call,Low/No Usage,Business Downsizing / Closed,Consumer,GoldNew,Individual
83206670,General,Updated,Stale,Andhra Pradesh,Contacted,Retained,,Hyderabad,Hyderabad Zone2,Out Call,Service Related,Barring / Unbarring Experience,Consumer,Gold,Individual
83206688,General,Updated,No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Voice Call,Shifting,Customer already taken a new connection of competition,Consumer,Platinum,Home
83206688,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Voice Call,Shifting,Customer already taken a new connection of competition,Consumer,Platinum,Home
83206696,General,Updated,No Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,Email,Shifting,Customer shifting to non wired city,Consumer,Platinum,Home
83206696,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,Email,Shifting,Customer shifting to non wired city,Consumer,Platinum,Home
83206696,General,Updated,No Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,Email,Shifting,Customer shifting to non wired city,Consumer,Platinum,Home
83206696,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,Email,Shifting,Customer shifting to non wired city,Consumer,Platinum,Home
83206696,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,Email,Shifting,Customer shifting to non wired city,Consumer,Platinum,Home
83206696,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,Email,Shifting,Customer shifting to non wired city,Consumer,Platinum,Home
